,census_tract,lat,lon,ZCTA5,pop9,median_fam_inc_9,median_hh_inc_9,median_house_value_9,median_rent_9,median_fam_inc_0,median_hh_inc_0,median_house_value_0,median_rent_0,median_fam_inc_1,median_hh_inc_1,median_house_value_1,median_rent_1,rent_units_9,rent_units_0,rent_units_1
1424,36081005200,40.6807594,-73.8546643,11416.0,1703,33264,26550,159400,593,34886,33220,210400,841,54972,53111,557000,1351,364,445,538
1425,36081005300,40.7603485,-73.9292728,11106.0,5070,34534,28412,220200,528,41591,38240,228000,812,48149,50313,513300,1187,1982,2085,2055
1426,36081005400,40.678765500000004,-73.8487437,11417.0,3902,42131,36435,165000,552,51081,44958,175600,697,69736,58100,466300,1263,542,700,677
1427,36081005500,40.753794899999995,-73.92778879999999,11101.0,1008,19651,18651,94200,601,40000,33611,167600,802,49314,49902,944400,1238,350,342,323
1428,36081005700,40.7569544,-73.92567209999999,11106.0,4211,26106,25758,315000,518,38813,35290,210300,747,56696,47024,758000,1145,1640,1691,1616
1429,36081005800,40.673560200000004,-73.84865359999999,11417.0,4498,44231,35353,179000,631,57143,46563,183800,852,70833,57157,463400,1171,822,954,894
1430,36081005900,40.7597006,-73.9239255,11106.0,4289,31636,27181,167000,541,49028,41520,299200,784,63086,53613,658100,1218,1565,1685,1582
1431,36081006100,40.762030700000004,-73.92204100000001,11106.0,5677,29674,27029,237500,526,36434,31010,232100,782,55797,52234,594900,1265,2310,2638,2468
1432,36081006201,40.666876,-73.84679679999999,11414.0,3104,45619,39162,208588,685,52454,45508,306052,851,76362,55197,192200,1053,529,547,412
1433,36081006202,40.6648771,-73.854407,11414.0,8686,45049,38625,205074,682,52338,45350,302906,848,58625,55913,461300,1491,1509,1543,1330
1434,36081006300,40.764484499999995,-73.920024,11103.0,5923,32535,27913,269100,558,36004,32730,230000,818,58176,47817,823200,1320,2265,2473,2521
1435,36081006501,40.7680492,-73.9176724,11103.0,3285,30019,28213,196400,573,42619,37169,236400,772,56964,53235,668700,1253,1247,1351,1743
1436,36081006502,40.7667951,-73.9151194,11103.0,4522,30019,28213,196400,573,42619,37169,236400,772,72000,55000,722100,1258,1717,1862,1501
1437,36081006900,40.7715023,-73.922154,11102.0,3864,30921,29159,102500,620,33533,35620,329800,774,57756,52549,597100,1423,1134,1373,1644
1438,36081007100,40.76908710000001,-73.9230507,11102.0,3734,26907,26575,231800,617,38259,35909,275000,843,62625,44653,642300,1356,1384,1563,1629
1439,36081007300,40.7669951,-73.9253702,11102.0,4158,40603,28617,320800,515,46467,42019,331600,811,72396,59886,380000,1259,1816,1957,1865
1440,36081007500,40.764543599999996,-73.92732990000002,11106.0,4260,29148,22995,260300,456,39205,30983,350000,699,34264,34386,323500,1091,1981,1961,1883
1441,36081007700,40.766732899999994,-73.9317327,11106.0,1141,25769,25865,140600,565,46563,39340,225900,780,100230,64732,678600,1150,308,324,465
1442,36081007900,40.769100099999996,-73.9299452,11102.0,2892,30385,28125,17500,606,40192,33807,242500,735,46250,42333,486400,1236,766,869,965
1443,36081008100,40.7700665,-73.9335769,11102.0,586,25703,26250,350000,669,36667,29650,625000,936,55958,55917,576900,1368,175,205,255
1444,36081008300,40.772620399999994,-73.9286934,11102.0,2582,36618,35673,275000,554,37596,35781,270500,767,47639,47879,672600,1229,758,843,886
1445,36081008500,40.7600215,-73.9407223,11106.0,794,34798,19778,131562,434,39430,34215,166839,753,46700,51413,558800,1316,251,303,344
1446,36081008600,40.6770706,-73.841081,11417.0,2118,42768,35662,173200,652,52688,45431,176200,775,68583,64286,464000,1375,282,356,362
1447,36081008700,40.774378000000006,-73.93497070000001,11102.0,4999,17924,15015,32300,287,18957,14736,161499,312,28444,24336,379400,584,1495,1445,1511
1448,36081008800,40.6708511,-73.8385632,11417.0,2343,48062,41811,168587,583,51117,46865,188516,760,68056,67639,535300,1186,308,393,422
1449,36081009100,40.77588239999999,-73.9296715,11102.0,1566,32014,29135,252400,613,44792,41000,219600,793,62723,64777,645700,1422,540,728,830
1450,36081009400,40.6814105,-73.8365114,11417.0,2316,37382,29340,168388,591,41997,36362,190692,740,51182,40385,424200,1191,442,489,516
1451,36081009500,40.7744652,-73.9207974,11102.0,2347,36250,31228,260700,723,42829,39828,257600,843,77273,54533,670700,1414,633,709,716
1452,36081009600,40.680913700000005,-73.8322684,11417.0,2314,36818,36267,162800,514,39375,40406,178800,833,55606,55580,447000,1102,257,335,354
1453,36081009700,40.77648189999999,-73.9186027,11105.0,3390,45481,39694,232100,671,65515,51495,235900,856,69208,66058,664500,1416,690,902,1099
1454,36081009800,40.6854,-73.8312082,11419.0,2072,32036,30231,165400,594,46406,39943,184700,807,43750,43150,562100,1163,298,529,472
1455,36081009900,40.7787875,-73.9230731,11102.0,63,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1456,36081010000,40.6811536,-73.8288851,11420.0,2668,43264,40174,163198,670,57074,55602,185299,776,72731,69563,422900,1449,337,339,392
1457,36081010100,40.7784032,-73.91625570000001,11105.0,2341,44107,28590,253200,611,60217,50806,242400,857,65833,57097,671600,1165,617,756,720
1458,36081010200,40.6787779,-73.8229675,11420.0,2432,38920,37169,167592,702,48827,43594,181499,746,57361,60448,452600,988,225,292,308
1459,36081010300,40.781485100000005,-73.9154037,11105.0,4140,37026,30449,294400,529,40243,37413,285500,752,53679,48106,753900,1266,1495,1591,1493
1460,36081010400,40.682968200000005,-73.82654649999999,11419.0,2684,37404,33310,161100,579,45147,41750,185600,744,64527,63649,467100,1142,307,407,422
1461,36081010500,40.7827883,-73.9129479,11105.0,4742,23675,21943,212100,544,29327,23125,226100,733,35273,33211,622200,1104,1490,1546,1497
1462,36081010600,40.685683000000004,-73.82496400000001,11419.0,2698,40896,37798,166000,626,46932,45396,190600,759,60469,49931,496700,1179,413,483,512
1463,36081010701,40.785292,-73.9060848,11105.0,74,39167,39167,187500,0,4792,4792,187500,725,0,0,0,0,0,32,0
1464,36081010800,40.688610100000005,-73.8305959,11419.0,2069,37594,32829,166700,623,55781,54073,190700,860,59886,57983,474800,1233,343,423,445
1465,36081011000,40.6873142,-73.8350142,11419.0,2188,41488,33606,171900,593,47132,39122,174100,840,46781,46454,459300,1287,447,452,454
1466,36081011100,40.7787953,-73.9073131,11105.0,2634,43981,29668,215800,515,46389,41406,234200,879,80000,79948,609400,1329,701,845,883
1467,36081011200,40.6840981,-73.83907459999999,11416.0,1834,41950,40350,153100,636,46000,43015,195000,775,54313,45987,590700,1386,350,383,401
1468,36081011300,40.7762579,-73.90846590000001,11105.0,4397,37727,32581,252600,470,38950,33279,260500,738,54189,52810,574700,1225,1314,1554,1414
1469,36081011400,40.6879689,-73.84184379999999,11416.0,887,33750,28147,125000,514,33462,28571,193100,820,40938,50556,458500,1044,179,229,256
1470,36081011500,40.7744206,-73.91334640000001,11105.0,2628,32326,30325,233000,578,36570,36684,202600,797,54243,53703,590600,1234,931,957,898
1471,36081011600,40.6888159,-73.8388153,11416.0,1404,35288,32500,163900,607,43438,41772,180700,881,39318,34513,474700,1366,230,350,335
1472,36081011700,40.772228600000005,-73.9104565,11105.0,3670,38482,33529,198900,618,51425,41067,210700,881,62679,56974,649300,1312,1049,1248,1335
1473,36081011800,40.69069520000001,-73.83391590000001,11419.0,1866,44524,43036,185200,627,38487,37179,181400,795,51591,58009,487800,1365,278,334,387
1474,36081011900,40.7712054,-73.9060641,11105.0,1752,36316,29120,152800,563,42841,37500,160400,768,41414,48250,580100,1178,622,676,651
1475,36081012000,40.6915362,-73.8286702,11419.0,1731,43000,40900,149300,673,53295,45750,174100,702,65677,64102,562500,1404,311,394,375
1476,36081012100,40.772758700000004,-73.9035141,11105.0,2103,37986,31170,269400,646,58724,44375,277900,859,54443,48197,727300,1234,658,666,651
1477,36081012200,40.6965157,-73.8310887,11418.0,2314,41795,38911,170600,530,37829,37804,195100,781,45625,46025,519100,1216,323,589,547
1478,36081012301,40.7757825,-73.89908359999998,11105.0,2547,42525,37922,224457,651,50935,45379,224656,854,72000,60057,587800,1314,477,750,743
1479,36081012400,40.695239799999996,-73.834319,11418.0,2172,36406,31386,164000,607,45110,44438,195200,777,45128,47179,593000,1162,511,480,527
1480,36081012500,40.7709334,-73.9156734,11102.0,1910,35337,31060,222459,630,58684,44655,250904,840,54844,53226,667700,1371,595,638,575
1481,36081012601,40.6936963,-73.837425,11418.0,1836,41422,31333,154800,581,46250,44722,176300,878,64514,54130,391100,1121,381,404,403
1482,36081012602,40.6932014,-73.8407158,11418.0,1782,42045,31568,152600,523,51339,46466,174500,737,57634,53958,522300,1147,367,357,409
1483,36081012800,40.6982644,-73.8401252,11418.0,1701,47072,45913,183000,662,58750,47969,231900,790,60650,54207,548600,1015,327,416,374
1484,36081013000,40.7003729,-73.837877,11418.0,1212,40677,36667,197300,520,39914,38598,261100,734,92426,86103,586500,1163,264,268,278
1485,36081013200,40.701300599999996,-73.8343929,11418.0,1450,37846,31458,243700,493,44489,32361,276200,766,63885,56071,625800,1299,312,457,428
1486,36081013400,40.7052718,-73.8349247,11418.0,5236,40589,36136,237500,574,41538,40286,271300,819,61899,57985,248700,1146,2038,2072,1867
1487,36081013500,40.7706485,-73.8989767,11105.0,1462,47554,36667,236300,566,57500,39583,255200,836,63000,57384,651900,1153,212,341,274
1488,36081013600,40.7066144,-73.8286632,11415.0,1606,46042,30282,214600,600,58906,58281,345000,794,51528,46250,236600,1030,509,611,508
1489,36081013700,40.7689636,-73.90492330000001,11105.0,1209,39091,33304,172900,623,57813,34545,199500,794,86667,62656,748800,1182,321,358,528
1490,36081013800,40.7065698,-73.8251454,11415.0,3705,44196,38149,171400,547,46932,45863,223500,822,65469,51844,320000,1241,1329,1035,862
1491,36081014000,40.7037232,-73.8289874,11415.0,3480,37301,36200,157936,655,45792,41898,228985,841,68657,62563,515400,1253,1035,1031,948
1492,36081014100,40.7669831,-73.906686,11103.0,1570,31250,27353,260900,602,32356,30542,304300,780,53309,49375,747500,1164,592,646,625
1493,36081014201,40.700978899999996,-73.82458940000001,11418.0,3929,30504,29338,183800,640,33289,32068,191300,794,44702,50991,496600,1229,566,824,766
1494,36081014202,40.6986903,-73.8202841,11418.0,2308,37917,38581,158600,694,36964,37625,188100,818,53816,49913,516300,1221,194,393,377
1495,36081014300,40.7663006,-73.9115112,11103.0,3957,32140,27043,252800,546,39271,34515,227100,777,55426,56115,803200,1240,1463,1597,1521
1496,36081014400,40.698569,-73.8285071,11418.0,1444,44821,40096,173300,663,43889,40125,259500,895,56136,54291,663300,1125,310,452,409
1497,36081014500,40.7642809,-73.9075079,11103.0,2234,38937,34613,174000,624,48167,37813,239700,781,55729,60405,599200,1457,625,632,652
1498,36081014700,40.762997600000006,-73.9107521,11103.0,2857,30755,26399,226800,574,54310,44125,363300,835,56167,52739,786400,1300,1026,1053,1121
1499,36081014800,40.694524,-73.82242120000001,11419.0,1747,32417,32042,141300,660,36667,32475,176000,816,56941,55822,592900,1368,224,325,291
1500,36081014900,40.7618544,-73.9144441,11103.0,2571,36563,31380,175000,624,41818,44630,119200,882,58333,46266,531300,1213,856,973,896
1501,36081015000,40.6934064,-73.821155,11419.0,2257,42292,40926,154900,644,37930,37684,173200,812,68173,69135,466700,1065,263,280,268
1502,36081015100,40.760166999999996,-73.9108443,11103.0,2871,25642,26301,186200,602,47770,39788,190000,799,66757,62083,634500,1259,926,1008,975
1503,36081015200,40.693765899999995,-73.813753,11419.0,1885,37125,36994,153700,607,46471,45240,175100,690,53382,51143,448900,1595,232,283,420
1504,36081015300,40.7580802,-73.9136453,11103.0,2406,41461,35743,204500,614,42072,40665,69000,770,71313,55182,662000,1228,735,850,730
1505,36081015400,40.692195299999995,-73.8205653,11419.0,1911,35352,24924,163800,582,43500,41848,184600,761,72788,64232,484100,1121,267,417,389
1506,36081015500,40.760034399999995,-73.9175933,11103.0,2158,35458,29155,251500,615,41250,39864,239300,824,76071,56694,777800,1349,761,793,759
1507,36081015600,40.6903476,-73.8206026,11419.0,2629,43295,38611,147300,591,39200,42583,185500,795,72153,67115,491900,1246,330,408,441
1508,36081015700,40.755014700000004,-73.9219258,11101.0,1393,18860,19112,0,590,31513,30903,162500,776,40281,42538,0,1285,632,653,643
1509,36081015801,40.6888961,-73.8122577,11419.0,3789,38924,35125,151500,676,40776,42329,184100,734,46762,47139,393000,1168,471,536,462
1510,36081015802,40.6875436,-73.8196472,11419.0,3491,38924,35125,151500,676,40776,42329,184100,734,46437,50417,490200,1124,434,493,645
1511,36081015900,40.755786900000004,-73.91834250000001,11101.0,4320,34034,30769,33600,509,36773,33936,264800,785,41500,43664,632100,1315,1658,1773,1744
1512,36081016100,40.75508189999999,-73.9145862,11103.0,2274,29153,26642,193196,566,42388,45298,287950,840,48830,47606,689900,1248,601,708,614
1513,36081016300,40.7563233,-73.9098741,11377.0,5175,25271,20859,216001,400,28076,25376,228109,365,36791,28555,686100,538,1576,1533,1555
1514,36081016400,40.6851018,-73.8165255,11419.0,2687,43000,40481,153500,602,55565,55625,174600,779,55956,51964,445400,1363,185,289,313
1515,36081016600,40.681292799999994,-73.8207156,11420.0,3003,43281,38871,159900,595,45982,42791,178400,808,49933,48795,496600,1303,495,499,525
1516,36081016800,40.679347899999996,-73.817233,11420.0,2182,39695,35893,143000,654,45757,45296,168500,721,53661,50868,466100,1165,126,262,259
1517,36081016900,40.7482633,-73.9143492,11104.0,5114,39506,31496,200400,510,48632,43205,246800,803,66458,61346,574200,1195,1717,1746,1609
1518,36081017000,40.6843315,-73.81196369999999,11420.0,1977,46107,44683,140701,549,50660,47198,162208,697,63523,50234,515600,1177,170,167,291
1519,36081017100,40.7497385,-73.9255845,11101.0,247,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
1520,36081017200,40.682343599999996,-73.8113588,11420.0,1973,37428,34449,141956,493,43041,38734,177950,806,68036,58261,404900,1411,123,203,204
1521,36081017400,40.6805939,-73.8105005,11420.0,1753,44583,42222,123200,534,57778,57500,162000,724,81012,62951,425600,1135,59,115,214
1522,36081017600,40.678839,-73.80966120000001,11420.0,2016,38255,38309,125231,751,42873,41854,168963,750,61121,59243,424200,1098,177,216,223
1523,36081017800,40.6771116,-73.80869720000001,11420.0,1958,37730,38276,142367,700,51374,45762,158629,437,51202,46401,424200,1074,152,138,208
1524,36081017900,40.7446864,-73.9302543,11101.0,1212,31786,25982,153100,442,28500,29250,241700,708,35281,31865,468000,1050,439,373,388
1525,36081018000,40.6757925,-73.80533659999999,11420.0,803,35132,30781,141200,543,57250,50278,158400,679,50250,48438,463600,852,128,86,146
1526,36081018101,40.7444961,-73.92414509999999,11104.0,3950,29032,24610,0,472,40183,34932,55000,749,32966,40685,395500,1145,1708,1745,1545
1527,36081018102,40.74429179999999,-73.9222688,11104.0,3881,29032,24610,0,472,40183,34932,55000,749,61484,55521,301500,1167,1678,1714,1661
1528,36081018200,40.6761608,-73.7991105,11436.0,2115,41198,39564,113572,629,39112,34002,151445,785,47218,46963,375000,1378,180,201,218
1529,36081018300,40.7453503,-73.9196719,11104.0,5982,39286,29307,212700,462,51234,42299,244400,790,62095,49773,486500,1184,2401,2450,2216
1530,36081018401,40.6751363,-73.7920687,11436.0,2186,29511,28021,123800,420,30000,31477,142400,456,39615,43958,438300,381,246,335,332
1531,36081018402,40.678948600000005,-73.7943608,11436.0,1966,38819,33170,116300,715,60357,50625,159900,744,77885,73587,378400,1121,180,157,182
1532,36081018501,40.7387097,-73.9224312,11377.0,3433,34968,30842,89600,499,40435,38482,214700,794,56536,59018,208300,1170,1220,1285,974
1533,36081018502,40.7405546,-73.92206469999999,11104.0,3429,34968,30842,89600,499,40435,38482,214700,794,61250,52926,288100,1252,1219,1285,1293
1534,36081018600,40.6798953,-73.7988944,11436.0,1642,45321,40684,107346,702,51256,52940,149430,967,53393,54405,362600,1859,134,85,146
1535,36081018700,40.7366271,-73.924701,11377.0,2737,38125,36315,224500,559,46603,41275,216100,793,70240,61094,653600,1293,669,737,645
1536,36081018800,40.6816404,-73.7997973,11436.0,1394,44507,37209,132891,589,50417,45322,143079,711,87446,86739,448500,1396,77,139,136
1537,36081018900,40.74008189999999,-73.927999,11101.0,3088,32091,30112,195800,501,37447,38000,224500,716,52269,54420,614600,1165,991,1113,1063
1538,36081019000,40.68538770000001,-73.79522349999999,11436.0,1737,43571,40577,111000,675,37550,38241,139200,705,70069,60305,346100,1554,102,148,150
1539,36081019200,40.68383239999999,-73.8005905,11436.0,2016,44174,35916,112685,592,52892,40311,144984,822,72875,62692,357200,1103,133,174,174
1540,36081019400,40.685925899999994,-73.8034266,11435.0,2540,37070,35700,122536,643,54759,49462,146650,861,68295,59476,430100,1321,236,217,230
1541,36081019600,40.68946939999999,-73.7999085,11435.0,2309,32170,31512,118900,647,45517,39340,169400,733,55522,51930,437700,1260,380,315,416
1542,36081019800,40.691847100000004,-73.8028027,11435.0,2201,39231,38828,139500,523,27059,26667,141400,720,39375,41637,472500,1286,304,504,512
1543,36081019900,40.7331515,-73.9304432,11101.0,1471,15677,22731,128944,419,19571,45107,219757,825,51379,51164,363600,1039,163,209,179
1544,36081020200,40.689783,-73.8077365,11435.0,1476,30920,28199,106412,557,48742,47240,148702,907,53631,53692,362800,0,166,143,133
1545,36081020400,40.6951727,-73.8034269,11435.0,1687,31835,29142,115457,514,35768,28738,158903,615,45405,37153,477800,1099,218,385,387
1546,36081020500,40.7303785,-73.92186240000001,11378.0,1048,41621,37530,208554,569,42307,41325,185638,806,81910,47734,460800,994,323,296,250
1547,36081020600,40.694376,-73.8093654,11435.0,1726,30081,28149,145427,582,38085,37417,175723,806,53125,52500,566700,1165,249,261,298
1548,36081020800,40.698429700000005,-73.80683,11435.0,2243,39413,39400,176025,614,40718,40016,170651,747,54112,46667,479600,1190,277,456,444
1549,36081021200,40.700920700000005,-73.8115041,11435.0,2055,31936,30517,154868,487,27591,28733,187805,691,47118,36484,481900,1080,358,533,537
1550,36081021400,40.7061333,-73.8151404,11435.0,5973,40019,36153,143360,608,45383,43234,180956,778,52750,51313,444400,1121,1552,1491,1443
1551,36081021600,40.709369200000005,-73.8234945,11415.0,3889,39612,37387,153693,605,46048,42656,200171,797,77300,61900,239500,1151,1181,1338,1153
1552,36081021900,40.7231743,-73.9189982,11378.0,64,38391,34969,208959,468,67715,63646,186496,999,0,0,0,0,12,16,2
1553,36081022001,40.7137681,-73.8206637,11435.0,5692,48156,36301,229845,524,47807,43147,274164,774,55262,53058,227800,1237,2210,2151,2054
1554,36081022002,40.713167799999994,-73.8144465,11435.0,4238,47227,40264,191449,561,51834,42402,220873,737,69667,63943,216000,1197,1131,1175,1261
1555,36081022900,40.73440120000001,-73.9112819,11377.0,8,39757,38737,210936,459,72289,71988,184500,1091,0,0,0,0,3,4,8
1556,36081023000,40.71262539999999,-73.8081329,11432.0,1501,41923,36685,211900,763,52008,49500,206600,752,66932,69306,609000,1240,169,180,226
1557,36081023200,40.7095825,-73.81120770000001,11435.0,4872,40028,37052,200542,606,47718,47131,226400,792,73545,66311,546000,1206,1158,1059,1014
1558,36081023500,40.7392495,-73.9176495,11377.0,7480,27185,25833,165038,495,36947,33303,217728,694,44137,48832,644000,1139,2196,2276,2263
